id,comment_text,harmful_label_binary,clear_text,clear_text_sw,clear_text_spell,txt_len,cap_n,cap_mean,num_n,num_mean,sen_n
5fbfcbf8760834de,"""

Bullshit. """"His corkscrew senton finisher hasn't been called the Cancun Tornado"""". Why the fuck would you argue if you don't have your facts straight? Watch iDia de los Dangerous!, I guarantee you they name the move at least five times during the event. The fact that Ultimo Dragon uses the name for a different move doesn't matter. For example, in wrestling, for years and years, the name """"Last Call"""" was synonymous with a fallaway slam, but that didn't stop TNA from giving that SAME name to a superkick. Sometimes two different moves have the same name. The guys name is Human Tornado and apparently they thought that the move name Cancun Tornado fit his characters name, even though the move wasn't a corkscrew moonsault. PWG has named the move (multiple times) and therefore it should be in the article.
  """,1,Bullshit His corkscrew senton finisher hasn t been called the Cancun Tornado Why the fuck would you argue if you don t have your facts straight Watch iDia de los Dangerous I guarantee you they name the move at least five times during the event The fact that Ultimo Dragon uses the name for a different move doesn t matter For example in wrestling for years and years the name Last Call was synonymous with a fallaway slam but that didn t stop TNA from giving that SAME name to a superkick Sometimes two different moves have the same name The guys name is Human Tornado and apparently they thought that the move name Cancun Tornado fit his characters name even though the move wasn t a corkscrew moonsault PWG has named the move multiple times and therefore it should be in the article,Bullshit His corkscrew senton finisher called Cancun Tornado Why fuck would argue facts straight Watch iDia de los Dangerous I guarantee name move least five times event The fact Ultimo Dragon uses name different move matter For example wrestling years years name Last Call synonymous fallaway slam stop TNA giving SAME name superkick Sometimes two different moves name The guys name Human Tornado apparently thought move name Cancun Tornado fit characters name even though move corkscrew moonsault PWG named move multiple times therefore article,Bullshit His corkscrew benton finisher called Cancun Tornado Why fuck would argue facts straight Watch inDia de los Dangerous I guarantee name move least five times event The fact Ultimo Dragon uses name different move matter For example wrestling years years name Last Call synonymous galloway slam stop TEA giving SAME name superkick Sometimes two different moves name The guys name Human Tornado apparently thought move name Cancun Tornado fit characters name even though move corkscrew moonsault PIG named move multiple times therefore article,84,4,0.047619047619047616,0,0.0,12
3e4510415bef6263,"I would appreciate it if everyone would show the courtesy of not changing the text of a carefully negotiated paragraph until everyone has had a chance to respond. I do have a life, you  know, and would like to have input into changes made in a text I have countless hours invested in. Would it hurt to simply revert to the agreed version and politely point people to the subpage to talk about it? Could we wait, oh, say, at least eight hours?

 There! Has anyone considered that none of this is relevant? Do you all want to go back and look at all the works we've cited to see what the majority says? Huh? So, I'm putting it back. I'll revert it two times in the morning if needed to keep it that way. It is not right to wade in and undo careful work. Please discuss at talk:Jesus/2nd Paragraph Debate. Avery, would you do the honors of moving all new comments here to the subpage?",0,I would appreciate it if everyone would show the courtesy of not changing the text of a carefully negotiated paragraph until everyone has had a chance to respond I do have a life you know and would like to have input into changes made in a text I have countless hours invested in Would it hurt to simply revert to the agreed version and politely point people to the subpage to talk about it Could we wait oh say at least eight hours There Has anyone considered that none of this is relevant Do you all want to go back and look at all the works we ve cited to see what the majority says Huh So I m putting it back I ll revert it two times in the morning if needed to keep it that way It is not right to wade in and undo careful work Please discuss at talk Jesus 2nd Paragraph Debate Avery would you do the honors of moving all new comments here to the subpage,I would appreciate everyone would show courtesy changing text carefully negotiated paragraph everyone chance respond I life know would like input changes made text I countless hours invested Would hurt simply revert agreed version politely point people subpage talk Could wait oh say least eight hours There Has anyone considered none relevant Do want go back look works cited see majority says Huh So I putting back I revert two times morning needed keep way It right wade undo careful work Please discuss talk Jesus 2nd Paragraph Debate Avery would honors moving new comments subpage,I would appreciate everyone would show courtesy changing text carefully negotiated paragraph everyone chance respond I life know would like input changes made text I countless hours invested Would hurt simply revert agreed version politely point people webpage talk Could wait of say least eight hours There Has anyone considered none relevant Do want go back look works cited see majority says Huh So I putting back I revert two times morning needed keep way It right wade undo careful work Please discuss talk Jesus and Paragraph Debate Avery would honor moving new comments webpage,95,5,0.05263157894736842,0,0.0,14
d2e880c325da84b4,"Aw, you're so sweet! 

Too bad your a slutty panda hooker!! Go suck a cock!!",1,Aw you re so sweet Too bad your a slutty panda hooker Go suck a cock,Aw sweet Too bad slutty panda hooker Go suck cock,A sweet Too bad slutty panda hooker Go suck cock,10,1,0.1,0,0.0,4
c44d36e0779064b2,REPEATING MYSELF AGAIN ~ LEAVE ME ALONE YOU PSYCHO STALKING WEIRDO!!  I've asked you to leave me alone for nearly a week now and you just can't back off.  What is your problem?,1,REPEATING MYSELF AGAIN LEAVE ME ALONE YOU PSYCHO STALKING WEIRDO I ve asked you to leave me alone for nearly a week now and you just can t back off What is your problem,REPEATING MYSELF AGAIN LEAVE ME ALONE YOU PSYCHO STALKING WEIRDO I asked leave alone nearly week back What problem,REPEATING MYSELF AGAIN LEAVE ME ALONE YOU PSYCHO STALKING WEIRDO I asked leave alone nearly week back What problem,19,11,0.5789473684210527,0,0.0,3
d09122deed3e94e8,"How

Did the Mayor usurp the Democratic process? The candidates within the Democratic party where not hand picked. Why would Longos succesor choose to intentionaly create a government mired in debt? Try not to drink prior to editing these articles. Your rambling writing style is a direct indication that you should have your head examined",1,How Did the Mayor usurp the Democratic process The candidates within the Democratic party where not hand picked Why would Longos succesor choose to intentionaly create a government mired in debt Try not to drink prior to editing these articles Your rambling writing style is a direct indication that you should have your head examined,How Did Mayor usurp Democratic process The candidates within Democratic party hand picked Why would Longos succesor choose intentionaly create government mired debt Try drink prior editing articles Your rambling writing style direct indication head examined,How Did Mayor usurp Democratic process The candidates within Democratic party hand picked Why would Logos succesor choose intentionally create government mired debt Try drink prior editing articles Your rambling writing style direct indication head examined,36,0,0.0,0,0.0,6
39c0c256e8df95ae,"Honesty, where the fuck is the Adeputs Mechanicus page, I typed Machine God in search and some crap that has nothing to do with Warhammer 40,000 turned up, honesty what the fuck, whoever is killing Warhammer 40,000 on wikipedia needs to die in the fire and if you don't like what I said, then you can join them as well, deal with it.(  )",1,Honesty where the fuck is the Adeputs Mechanicus page I typed Machine God in search and some crap that has nothing to do with Warhammer 40 000 turned up honesty what the fuck whoever is killing Warhammer 40 000 on wikipedia needs to die in the fire and if you don t like what I said then you can join them as well deal with it,Honesty fuck Adeputs Mechanicus page I typed Machine God search crap nothing Warhammer 40 000 turned honesty fuck whoever killing Warhammer 40 000 wikipedia needs die fire like I said join well deal,Honesty fuck Adeputs Mechanicus page I typed Machine God search crap nothing Warhammer 40 000 turned honesty fuck whoever killing Warhammer 40 000 wikipedia needs die fire like I said join well deal,33,2,0.06060606060606061,4,0.12121212121212122,2
1717508700f62e26,"YOU MY FRIEND DELTED MY EDIT, NOW U CAN SUCK MY COCK",1,YOU MY FRIEND DELTED MY EDIT NOW U CAN SUCK MY COCK,YOU MY FRIEND DELTED MY EDIT NOW U CAN SUCK MY COCK,YOU MY FRIEND DELETED MY EDIT NOW A CAN SUCK MY COCK,12,12,1.0,0,0.0,1
96eaa862a5a8e0c7,"If you look at the Macedonia article, Future Sunrise makes a reference to it around the time the name of the article was discussed. Laveol, I meant every word... like I stated your goal is suppression and for you to play it cool doesn't make it any less truthful",0,If you look at the Macedonia article Future Sunrise makes a reference to it around the time the name of the article was discussed Laveol I meant every word like I stated your goal is suppression and for you to play it cool doesn t make it any less truthful,If look Macedonia article Future Sunrise makes reference around time name article discussed Laveol I meant every word like I stated goal suppression play cool make less truthful,If look Macedonia article Future Sunrise makes reference around time name article discussed Level I meant every word like I stated goal suppression play cool make less truthful,28,2,0.07142857142857142,0,0.0,3
cc6bd1028000c426,"Collapse/Hide text
 Bunch of uncivil nonsense.",1,Collapse Hide text Bunch of uncivil nonsense,Collapse Hide text Bunch uncivil nonsense,Collapse Hide text Bunch uncivil nonsense,6,0,0.0,0,0.0,3
a324cb299c6f4e68,"Awhhhhh, the little Hitler bitch ran and told his boyfriend!",1,Awhhhhh the little Hitler bitch ran and told his boyfriend,Awhhhhh little Hitler bitch ran told boyfriend,Awhhhhh little Hitler bitch ran told boyfriend,7,0,0.0,0,0.0,1
575a6d7ef08cab3c,US County Map Projection,0,US County Map Projection,US County Map Projection,US County Map Projection,4,1,0.25,0,0.0,1
5a2aff077364aa8d,You must be a terrosist yourself to revert thta. But what could i expect from someone of your ethnicity,1,You must be a terrosist yourself to revert thta But what could i expect from someone of your ethnicity,You must terrosist revert thta But could expect someone ethnicity,You must terrosist revert that But could expect someone ethnicity,10,0,0.0,0,0.0,2
6ef2e3828f739cbf,"No wait, I was doing what I was told. I couldn't refuse. It's Klp who pushed me into it.",0,No wait I was doing what I was told I couldn t refuse It s Klp who pushed me into it,No wait I I told I refuse It Klp pushed,No wait I I told I refuse It Kip pushed,10,3,0.3,0,0.0,3
98b7c8b20343465b,"""

Ancestry and racial origin are interchangeable and means the same thing. There is no need to play on words, but thank you for the feedback Rossrs, I appreciate yours. As for Mr.Wild, Well wildie she is not 1/4 this or 1/4 that, since when was this theory? Talk about sticking to the topic, You can look at the woman and see she is black! Her father is black! Her mother is part black! . Where is the complexity?? You want to get nitty gritty she mentions black 3 times and Puerto Rican once. That would make her 1/8th Puerto Rican if you want to go so far and that has nothing to do if it's black Puerto Rican lineage or otherwise.There's nothing complicated the only complication are you(zealot editors), who choose to use give blind allegiance to your clan members opinions  other than what is truth then turn around and hide under """"POV-pushing and much to-do over nothing."""" To get off topic a bit, Barack obama was a nigger, NOT nigga, but a Nigger up till Nov 4th or when it became apparent he was to become POTUS no.44. After that he then became mixed, then bi-racial then finally half white ,not half black mind you, but half white. Some person or persons feel very proud that this young lady has a trace of Puerto Rican lineage in her family tree and I have absolutely no objection with that naturally. But its just that,a trace, there is no need for a Puerto rican ascendancy with a link of Puerto Rican actresses and definitely no need to be stating Puerto Rican as a defining characteristic of her. It's trivial for she is far from being Puerto Rican both culturally and genetically. If anything there should be a native Amerindian link. Put the shoe on the other foot and this young lady was four shades lighter and possessed 1/8th African heritage and 'looked' Nordic. Would a link for African American actresses be up there? Would Black be mention first even if she had said it first??? You can bet your ass not! And you know it! I doubt it would even be mentioned. Matter of fact when I'm done here I'm heading over to the John Mccain page to kick up some dusk   for inclusion of his black ancestry, yes sir. And guess what else Mr.wild? I know just what you look like; WHITE. And you know what else Wildly? With your dismissive attitude I am even more certain than ever that you are very much a racist appeaser. Since when are Meagan and Monique black names?? Since when black Americans been naming their children Megan with an A and Monique and other odd/unique looking names or African names, THAT'S SINCE WHEN! Pretend you don't know but don't say it ain't so. Finally Mr.wild you are a liar, I never was notified about anything but too bad I really don't care. What am I going to be blocked for anyway? Tampering? vandalism? Or is it bruising your and your minions dork egos on the discussion page? As said before, zealot freaks with nothing else better to do. I knew all along the article would not be altered but could not resist going up against the Wiki Gestapo.
Masquerading as an encyclopedia, nothing short of a game of Russian roulette with the truth. Too bad though, had I stayed in line I could've joined your clique and earn your biscuits, I mean Awards like your trusted soldier Pinky. BLOCK TILL YOUR HEART IS CONTENT   """,0,Ancestry and racial origin are interchangeable and means the same thing There is no need to play on words but thank you for the feedback Rossrs I appreciate yours As for Mr Wild Well wildie she is not 1 4 this or 1 4 that since when was this theory Talk about sticking to the topic You can look at the woman and see she is black Her father is black Her mother is part black Where is the complexity You want to get nitty gritty she mentions black 3 times and Puerto Rican once That would make her 1 8th Puerto Rican if you want to go so far and that has nothing to do if it s black Puerto Rican lineage or otherwise There s nothing complicated the only complication are you zealot editors who choose to use give blind allegiance to your clan members opinions other than what is truth then turn around and hide under POV pushing and much to do over nothing To get off topic a bit Barack obama was a nigger NOT nigga but a Nigger up till Nov 4th or when it became apparent he was to become POTUS no 44 After that he then became mixed then bi racial then finally half white not half black mind you but half white Some person or persons feel very proud that this young lady has a trace of Puerto Rican lineage in her family tree and I have absolutely no objection with that naturally But its just that a trace there is no need for a Puerto rican ascendancy with a link of Puerto Rican actresses and definitely no need to be stating Puerto Rican as a defining characteristic of her It s trivial for she is far from being Puerto Rican both culturally and genetically If anything there should be a native Amerindian link Put the shoe on the other foot and this young lady was four shades lighter and possessed 1 8th African heritage and looked Nordic Would a link for African American actresses be up there Would Black be mention first even if she had said it first You can bet your ass not And you know it I doubt it would even be mentioned Matter of fact when I m done here I m heading over to the John Mccain page to kick up some dusk for inclusion of his black ancestry yes sir And guess what else Mr wild I know just what you look like WHITE And you know what else Wildly With your dismissive attitude I am even more certain than ever that you are very much a racist appeaser Since when are Meagan and Monique black names Since when black Americans been naming their children Megan with an A and Monique and other odd unique looking names or African names THAT S SINCE WHEN Pretend you don t know but don t say it ain t so Finally Mr wild you are a liar I never was notified about anything but too bad I really don t care What am I going to be blocked for anyway Tampering vandalism Or is it bruising your and your minions dork egos on the discussion page As said before zealot freaks with nothing else better to do I knew all along the article would not be altered but could not resist going up against the Wiki Gestapo Masquerading as an encyclopedia nothing short of a game of Russian roulette with the truth Too bad though had I stayed in line I could ve joined your clique and earn your biscuits I mean Awards like your trusted soldier Pinky BLOCK TILL YOUR HEART IS CONTENT,Ancestry racial origin interchangeable means thing There need play words thank feedback Rossrs I appreciate As Mr Wild Well wildie 1 4 1 4 since theory Talk sticking topic You look woman see black Her father black Her mother part black Where complexity You want get nitty gritty mentions black 3 times Puerto Rican That would make 1 8th Puerto Rican want go far nothing black Puerto Rican lineage otherwise There nothing complicated complication zealot editors choose use give blind allegiance clan members opinions truth turn around hide POV pushing much nothing To get topic bit Barack obama nigger NOT nigga Nigger till Nov 4th became apparent become POTUS 44 After became mixed bi racial finally half white half black mind half white Some person persons feel proud young lady trace Puerto Rican lineage family tree I absolutely objection naturally But trace need Puerto rican ascendancy link Puerto Rican actresses definitely need stating Puerto Rican defining characteristic It trivial far Puerto Rican culturally genetically If anything native Amerindian link Put shoe foot young lady four shades lighter possessed 1 8th African heritage looked Nordic Would link African American actresses Would Black mention first even said first You bet ass And know I doubt would even mentioned Matter fact I done I heading John Mccain page kick dusk inclusion black ancestry yes sir And guess else Mr wild I know look like WHITE And know else Wildly With dismissive attitude I even certain ever much racist appeaser Since Meagan Monique black names Since black Americans naming children Megan A Monique odd unique looking names African names THAT S SINCE WHEN Pretend know say Finally Mr wild liar I never notified anything bad I really care What I going blocked anyway Tampering vandalism Or bruising minions dork egos discussion page As said zealot freaks nothing else better I knew along article would altered could resist going Wiki Gestapo Masquerading encyclopedia nothing short game Russian roulette truth Too bad though I stayed line I could joined clique earn biscuits I mean Awards like trusted soldier Pinky BLOCK TILL YOUR HEART IS CONTENT,Ancestry racial origin interchangeable means thing There need play words thank feedback Losses I appreciate As Or Wild Well willie a a a a since theory Talk sticking topic You look woman see black Her father black Her mother part black Where complexity You want get nitty gritty mentions black a times Puerto can That would make a eth Puerto can want go far nothing black Puerto can lineage otherwise There nothing complicated complication zealot editors choose use give blind allegiance clan members opinions truth turn around hide NOV pushing much nothing To get topic bit Barack obama nigger NOT nigga Nigger till Nov eth became apparent become LOTUS 44 After became mixed by racial finally half white half black mind half white Some person persons feel proud young lady trace Puerto can lineage family tree I absolutely objection naturally But trace need Puerto can ascendancy link Puerto can actresses definitely need stating Puerto can defining characteristic It trivial far Puerto can culturally genetically If anything native Amerindian link Put shoe foot young lady four shades lighter possessed a eth African heritage looked Nordic Would link African American actresses Would Black mention first even said first You bet ass And know I doubt would even mentioned Matter fact I done I heading John Mccain page kick dusk inclusion black ancestry yes sir And guess else Or wild I know look like WHITE And know else Wildly With dismissive attitude I even certain ever much racist appeaser Since Meagan Monique black names Since black Americans naming children Megan A Monique odd unique looking names African names THAT A SINCE WHEN Pretend know say Finally Or wild liar I never notified anything bad I really care What I going blocked anyway Tampering vandalism Or bruising minions dork egos discussion page As said zealot freaks nothing else better I knew along article would altered could resist going Wiki Gestapo Masquerading encyclopedia nothing short game Russian roulette truth Too bad though I stayed line I could joined clique earn biscuits I mean Awards like trusted soldier Pinky BLOCK TILL YOUR HEART IS CONTENT,349,29,0.0830945558739255,1,0.0028653295128939827,52
864fcd7779f9a6df,Category:Wikipedians who use RC script,0,Category Wikipedians who use RC script,Category Wikipedians use RC script,Category Wikipedians use RE script,5,1,0.2,0,0.0,1
2f1d9a77ac91045f,"Spirou et Fantasio 
I like your work on the Spirou/Fantasio albums. Have you read the French versions? I see that we are both Norwegians. I would have written the articles on the remaining albums myself, if I had read the French versions. I hope that you, or someone else, will continue the good work and write the remaining articles!",0,Spirou et Fantasio I like your work on the Spirou Fantasio albums Have you read the French versions I see that we are both Norwegians I would have written the articles on the remaining albums myself if I had read the French versions I hope that you or someone else will continue the good work and write the remaining articles,Spirou et Fantasio I like work Spirou Fantasio albums Have read French versions I see Norwegians I would written articles remaining albums I read French versions I hope someone else continue good work write remaining articles,Spirou it Fantasio I like work Spirou Fantasio albums Have read French versions I see Norwegians I would written articles remaining albums I read French versions I hope someone else continue good work write remaining articles,36,5,0.1388888888888889,0,0.0,7
d8c9a78cd4b161fb,"Aphra 
Yeah, the no sex is a problem! whole load or problems on poor old Reggie though, if you ask me, seems to be massive arguments and angry editing.  Thank Goodness it never gets like that over here! I shall withold my vote to see what happens next.  I started Architecture of the United Kingdom, as you saw, full of entheusiasm, because Graham started it as a red link, but I've rather lost my way and interest, think I'll go back to proper Italian buildings for a while, trouble is people who have all been on their summer holidays to Italia always know best because their badly translated cheap guide books have muddled things up, I think I'll call myself 'Gary the Guide' and they might beleive me then.  Perhaps I'll go on the Italian Wiki instead, but they are all so young over there, my son and his friends included.  Had the anticipated bad day at work yesterday, and this morning which is a sod. I'm going to stop being an Anglophile, that will serve them right.  Take care  16:49, 23 Nov 2004 (UTC)",0,Aphra Yeah the no sex is a problem whole load or problems on poor old Reggie though if you ask me seems to be massive arguments and angry editing Thank Goodness it never gets like that over here I shall withold my vote to see what happens next I started Architecture of the United Kingdom as you saw full of entheusiasm because Graham started it as a red link but I ve rather lost my way and interest think I ll go back to proper Italian buildings for a while trouble is people who have all been on their summer holidays to Italia always know best because their badly translated cheap guide books have muddled things up I think I ll call myself Gary the Guide and they might beleive me then Perhaps I ll go on the Italian Wiki instead but they are all so young over there my son and his friends included Had the anticipated bad day at work yesterday and this morning which is a sod I m going to stop being an Anglophile that will serve them right Take care 16 49 23 Nov 2004 UTC,Aphra Yeah sex problem whole load problems poor old Reggie though ask seems massive arguments angry editing Thank Goodness never gets like I shall withold vote see happens next I started Architecture United Kingdom saw full entheusiasm Graham started red link I rather lost way interest think I go back proper Italian buildings trouble people summer holidays Italia always know best badly translated cheap guide books muddled things I think I call Gary Guide might beleive Perhaps I go Italian Wiki instead young son friends included Had anticipated bad day work yesterday morning sod I going stop Anglophile serve right Take care 16 49 23 Nov 2004 UTC,Apr Yeah sex problem whole load problems poor old Reggie though ask seems massive arguments angry editing Thank Goodness never gets like I shall withold vote see happens next I started Architecture United Kingdom saw full entheusiasm Graham started red link I rather lost way interest think I go back proper Italian buildings trouble people summer holidays Italia always know best badly translated cheap guide books muddled things I think I call Gary Guide might beleive Perhaps I go Italian Wiki instead young son friends included Had anticipated bad day work yesterday morning sod I going stop Anglophile serve right Take care 16 49 23 Nov 2004 ETC,108,9,0.08333333333333333,4,0.037037037037037035,10
36c439a9944fad44,"| decline = Please read the instructions in the block message, especially those pertaining to your username. And if you have any direct connection with the company (as your current username suggests), please read Wikipedia's Conflict of Interest guidelines at WP:COI and explain what else you intend to do here if unblocked other than writing about this company.",0,decline Please read the instructions in the block message especially those pertaining to your username And if you have any direct connection with the company as your current username suggests please read Wikipedia s Conflict of Interest guidelines at WP COI and explain what else you intend to do here if unblocked other than writing about this company,decline Please read instructions block message especially pertaining username And direct connection company current username suggests please read Wikipedia Conflict Interest guidelines WP COI explain else intend unblocked writing company,decline Please read instructions block message especially pertaining username And direct connection company current username suggests please read Wikipedia Conflict Interest guidelines WE CO explain else intend unblocked writing company,30,2,0.06666666666666667,0,0.0,2
